legalRepresentative,qualityRepresentative,license,companyName,area,repositoryAddress,validTillDate,issuingAuthority,registrationAddress,licenseDate,businessScope,companyController
吴阳,卢雪芳,鄂DA0277185,武汉健康苑大药房有限公司,洪山区,无,2020-04-08,武汉市食品药品监督管理局,武汉市洪山区工业园书城路18号,20150409,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,冉桂凤
,陈惠芝,鄂CB0277187,湖北同济堂药房有限公司保利药店,洪山区,由湖北同济堂药房有限公司配送,2020-04-09,武汉市食品药品监督管理局,武汉市洪山区光谷创业街C20商铺,20150410,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邓娟
王洪军,黄宏玲,鄂DB0274381,武汉梓墨大药房有限责任公司汉江苑店,汉阳区,,2020-04-12,武汉市汉阳区食品药品监督管理局,"武汉市汉阳区琴断口阳城汉江苑北区2号楼1单元1,2号门面",20150413,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,代凤
,王巍,鄂CB0275109,湖北同济堂药房有限公司刘家湾药店,武昌区,,2020-04-12,武汉市武昌区食品药品监督管理局,武汉市武昌区水果湖刘家湾特1号,20150413,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋
汪学峰,张竞,鄂DA0275287,武汉市天仁堂大药房有限公司,武昌区,,2020-04-12,武汉市武昌区食品药品监督管理局,武汉市武昌区和平大道842号鹏程·帝景园三号二单元一层A号,20150413,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵杨
汤明起,蒋学斌,鄂CB0278100,武汉东明药房连锁有限公司南山分店,东西湖区,,2020-04-12,武汉市食品药品监督管理局,武汉市东西湖区东山农场535号,20150413,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,黄友荒
,李力生,鄂CB0275157,湖北同济堂药房有限公司广场药店,武昌区,,2020-04-13,武汉市武昌区食品药品监督管理局,武昌区中南三路34号双星大厦1楼H号门面,20150414,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋
,虢光辉,鄂CB0275122,湖北同济堂药房有限公司堡峰药店,武昌区,,2020-04-13,武汉市武昌区食品药品监督管理局,武汉市武昌区陆家街292号,20150414,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋
彭勇,王寒兵,鄂DA0277189,武汉同泰堂大药房有限公司,洪山区,武汉市南湖张黄新村,2020-04-13,武汉市食品药品监督管理局,武汉市洪山区南湖名都B区商业街2栋A1-6、A1-9,20150414,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,彭勇
方幸,胡世勇,鄂DB0273311,武汉百家康大药房有限公司,硚口区,/,2019-12-22,武汉市硚口区食品药品监督管理局,武汉硚口区硚口区长丰街长丰村华生汉口城市广场南区B322#、B323#商铺,20150414,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,陈婷
,张荣华,鄂DB0279583,武汉市黄陂区世源堂药店,黄陂区,,2020-04-14,武汉市黄陂区食品药品监督管理局,黄陂区双凤大道284号,20150415,处方药(禁止类与限制类药品除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张荣华
,冯璐,鄂CB0275512,武汉市美佳康大药房有限公司小东门店,武昌区,,2020-04-15,武汉市武昌区食品药品监督管理局,武昌区民主路715号附47号门面,20150416,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
,徐玉芳,鄂CB0275511,武汉市美佳康大药房有限公司民主路店,武昌区,,2020-04-15,武汉市武昌区食品药品监督管理局,武昌区民主路717号1层,20150416,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
贾建文,宋海润,鄂CB0272291,湖北传奇春天大药房连锁有限公司第四二二六...,江汉区,,2020-01-07,武汉市江汉区食品药品监督管理局,江汉区常青一路137号10号门面,20150417,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,杨凡
,秦琴,鄂CB0275514,武汉市美佳康大药房有限公司大东门店,武昌区,,2020-04-16,武汉市武昌区食品药品监督管理局,武昌区武珞路二巷518号门面,20150417,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
王昌勇,彭丽君,鄂CB0271194,湖北中联大药房连锁有限公司新香港路分店,江岸区,,2019-05-13,武汉市江岸区食品药品监督管理局,武汉市江岸区香港路171号,20150420,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝
彭春珍,叶丛进,鄂DA0274384,武汉宏仁慷大药房有限公司,汉阳区,,2020-04-21,武汉市汉阳区食品药品监督管理局,武汉市汉阳区七里二村旺达百合园32、34栋105室门面,20150422,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,徐斌
张炳华,张艳,鄂DA0271366,武汉药而实大药房有限公司,江岸区,,2020-01-07,武汉市江岸区食品药品监督管理局,武汉市江岸区百步亭花园怡康苑311栋1层商铺（1）室,20150422,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,张炳华
康彬,李琳,鄂DB0278256,武汉康赢大药房有限公司,东西湖区,,2019-09-21,武汉市东西湖区食品药品监督管理局,武汉市东西湖区新沟镇西马路122号门面（一、二层）,20150422,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,康莹
,胡娟,鄂CB0275519,武汉市美佳康大药房有限公司沙湖店,武昌区,,2020-04-26,武汉市武昌区食品药品监督管理局,武昌区三角路新村1号美城清芷园5-6栋裙房1-2层1号,20150427,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
潘枭,邱承岗,鄂DA0275515,武汉天久康药房有限公司,武昌区,,2020-04-22,武汉市武昌区食品药品监督管理局,武汉市武昌区和平大道725号附1-2-3号,20150423,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,王海琴
张美华,何德狗,鄂DB0270825,湖北同济堂药房有限公司桥北路药店,东湖新技术开发区,,2020-04-23,武汉市食品药品监督管理局,武汉市江夏区豹澥镇桥西路,20150424,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,陈建坤
,陈荣,鄂CB0275077,湖北中联大药房连锁有限公司大东门分店,武昌区,,2020-04-22,武汉市武昌区食品药品监督管理局,武昌区中山路368-374号金涛铭座1栋1层9室,20150423,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝
张美华,张燕荣,鄂CB0279017,湖北同济堂药房有限公司矿区药店,江夏区,,2020-04-23,武汉市食品药品监督管理局,武汉市江夏区乌龙泉矿区新市场内9号,20150424,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,雷云锋
,李丹,鄂CB0275516,武汉市美佳康大药房有限公司积玉桥店,武昌区,,2020-04-26,武汉市武昌区食品药品监督管理局,武汉市武昌区金地国际花园HR-3栋一层10号,20150427,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
,戴继良,鄂CB0274386,武汉东明药房连锁有限公司米粮分店,汉阳区,由武汉东明药房连锁有限公司统一配送,2020-04-26,武汉市食品药品监督管理局,武汉市汉阳区米粮村特1号,20150427,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,汤明起
,陶莹,鄂CB0273380,湖北益生天济大药房连锁有限公司一清路店,硚口区,由湖北益生天济大药房连锁有限公司统一配送,2020-04-26,武汉市硚口区食品药品监督管理局,武汉市东吴大道与一清路交汇竹叶海嘉园一层14.15号商铺,20150427,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,郑红云
徐三雄,杜丽芬,鄂DA0277199,武汉修正堂大药房连锁经营有限公司团结店,洪山区,,2020-04-26,武汉市洪山区食品药品监督管理局,武汉市洪山区铁机菜市场6、7、8号门点,20150427,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,柳海英
何贯,严忠文,鄂DB0279584,武汉市百年和大药房有限公司,黄陂区,,2020-04-26,武汉市黄陂区食品药品监督管理局,黄陂区蔡榨街工业街6号,20150427,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,车燕
,罗桃,鄂CB0275517,武汉市美佳康大药房有限公司秦园路店,武昌区,,2020-04-26,武汉市武昌区食品药品监督管理局,武昌区三角路小区7栋1层10号,20150427,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,文道兵
,孙清海,鄂DA0275117,武汉市福仁堂大药房有限责任公司,武昌区,,2020-03-16,武汉市武昌区食品药品监督管理局,武昌区丁字桥路101号,20150427,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨晓艳
,胡金玉,鄂CB0278024,湖北同济堂药房有限公司走马岭药店,东西湖区,,2020-04-26,武汉市食品药品监督管理局,武汉市东西湖区走马岭集市,20150427,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,王春芳
秦景阳,孙婉瑾,鄂DB0271298,武汉惠阳大药房有限公司,江岸区,,2017-08-09,武汉市江岸区食品药品监督管理局,武汉市江岸区百步亭花园怡和苑408栋1层商铺（1室）,20150428,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张强林
许兴民,柯巍然,鄂DA0272188,武汉康益大药房有限公司,江汉区,,2019-11-26,武汉市江汉区食品药品监督管理局,江汉区航空路14号,20150428,处方药(禁止类与限制类药品除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,许兴民
,李翠先,鄂DB0275521,武汉益世康大药房有限公司涂家岭店,武昌区,,2020-04-28,武汉市武昌区食品药品监督管理局,武昌区丁字桥路112号,20150429,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,潘凤鸣
,殷凤华,鄂DB0278801,武汉市蔡甸区索康堂大药房,蔡甸区,,2020-04-29,武汉市蔡甸区食品药品监督管理局,武汉市蔡甸区索河镇嵩阳路113号,20150430,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,袁长珍
,熊娟,鄂CB0279036,湖北同济堂药房有限公司湖泗药店,江夏区,,2020-04-28,武汉市食品药品监督管理局,武汉市江夏区湖泗镇正街路（湖泗卫生院右侧）,20150429,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,雷云锋
彭娟,成萍,鄂DA0274392,武汉华茂时代大药房有限公司,汉阳区,,2020-04-29,武汉市汉阳区食品药品监督管理局,武汉市汉阳区陶家岭村万科汉阳国际B地块第2幢1层商2号,20150430,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,王石燕
